"time","I.pob","R.pob","S.pob","dia"
87,0.9235311808556079,923.9004351266033,75.17603369249863,87
87.2,0.902931920323804,923.9265262520097,75.17054182762396,87.2
87.40000000000001,0.88279171072953,923.9520354205889,75.16517286863902,87.40000000000001
87.59999999999999,0.8631003336626167,923.9769756122224,75.15992405407248,87.59999999999999
87.8,0.843847771908126,924.0013595231105,75.15479270493891,87.8
88,0.8250243231256016,924.0251995221827,75.14977615464915,88
88.2,0.8066204468584786,924.048507729246,75.14487182385305,88.2
88.40000000000001,0.7886268286419021,924.0712959883066,75.14007718300904,88.40000000000001
88.59999999999999,0.7710343141947428,924.0935758960687,75.13538978969402,88.59999999999999
88.8,0.7538339313772305,924.1153587992496,75.13080726933076,88.8
89,0.7370169587544946,924.1366557736019,75.1263272676011,89
89.2,0.7205748603614867,924.1574776512794,75.12194748831664,89.2
89.40000000000001,0.7044993634369225,924.17783499296,75.11766564356043,89.40000000000001
89.59999999999999,0.6887822958419328,924.1977381623011,75.11347954181447,89.59999999999999
89.8,0.6734157004061144,924.2171972801387,75.10938701941255,89.8
90,0.6583916994922642,924.2362222619753,75.1053860384899,90
90.2,0.6437026722272535,924.2548227906416,75.10147453708855,90.2
90.40000000000001,0.6293411251562933,924.2730083451146,75.09765052968653,90.40000000000001
90.59999999999999,0.6152998198053068,924.2907881565982,75.09391202355395,90.59999999999999
90.8,0.601571644963578,924.3081712668729,75.09025708812077,90.8
91,0.5881496278504903,924.3251665271134,75.08668384499353,91
91.2,0.5750269361762894,924.3417825892694,75.0831904745118,91.2
91.40000000000001,0.5621968505304132,924.3580279193561,75.07977523007094,91.40000000000001
91.59999999999999,0.5496528513183492,924.373910788973,75.076436359666,91.59999999999999
91.8,0.5373885494218154,924.3894392866721,75.07317216386335,91.8
92,0.5253977948080679,924.4046212907344,75.06998091441477,92
92.2,0.5136744776135534,924.4194645356507,75.06686098669306,92.2
92.40000000000001,0.5022126671920188,924.4339765714626,75.06381076130278,92.40000000000001
92.59999999999999,0.4910064658467062,924.4481647956615,75.06082873844936,92.59999999999999
92.8,0.4800501829829196,924.4620364300267,75.05791338694772,92.8
93,0.4693382286574497,924.4755985407701,75.05506323052991,93
93.2,0.4588651919718411,924.4888580235228,75.05227678446288,93.2
93.40000000000001,0.4486257859803126,924.5018216206537,75.04955259332324,93.40000000000001
93.59999999999999,0.4386148052345246,924.5144959350553,75.04688925966758,93.59999999999999
93.8,0.4288271581797697,924.5268874192657,75.04428542251202,93.8
94,0.4192578084436265,924.5390023857206,75.0417398057933,94
94.2,0.4099018951416983,924.5508470050285,75.03925109978709,94.2
94.40000000000001,0.4007546376297082,924.5624273126235,75.03681804970404,94.40000000000001
94.59999999999999,0.3918114673174945,924.5737491905686,75.03443934207112,94.59999999999999
94.8,0.3830678159155232,924.5848184104308,75.03211377361109,94.8
95,0.3745192584542176,924.5956406093036,75.02984013219951,95
95.2,0.3661613975421013,924.6062212963326,75.02761730608266,95.2
95.40000000000001,0.357989969584821,924.6165658601697,75.02544417020295,95.40000000000001
95.59999999999999,0.3500008045747387,924.6266795706188,75.02331962476397,95.59999999999999
95.8,0.342189856265403,924.636567577188,75.0212425665039,95.8
96,0.3345531961441898,924.6462349134312,75.01921189038195,96
96.2,0.3270869344631286,924.6556865058126,75.0172265596815,96.2
96.40000000000001,0.3197872795198676,924.6649271682045,75.01528555223311,96.40000000000001
96.59999999999999,0.3126504580161335,924.6739615991737,75.01338794276752,96.59999999999999
96.8,0.3056728478590133,924.6827944019915,75.01153275010689,96.8
97,0.2988508744228608,924.6914300743227,75.00971905121182,97
97.2,0.2921811383704185,924.6998730184243,75.00794584316236,97.2
97.40000000000001,0.2856602292045144,924.7081275360462,75.0062122347065,97.40000000000001
97.59999999999999,0.279284846737285,924.7161978362059,75.00451731701416,97.59999999999999
97.8,0.2730517167292669,924.7240880207853,75.00286026244274,97.8
98,0.2669576458832954,924.7318021032191,75.00124025085505,98
98.2,0.2609995269933665,924.7393440128502,74.9996564601137,98.2
98.40000000000001,0.2551743327990941,924.7467175930401,74.99810807411802,98.40000000000001
98.59999999999999,0.2494791425084173,924.7539266099166,74.99659424753223,98.59999999999999
98.8,0.2439110495614657,924.7609747375673,74.99511421282838,98.8
99,0.2384672303684309,924.7678655711622,74.99366719842672,99
99.2,0.2331448648063455,924.7746025965722,74.9922525385789,99.2
99.40000000000001,0.2279412523868509,924.7811892507806,74.99086949678995,99.40000000000001
99.59999999999999,0.2228537265938534,924.7876288821813,74.98951739118213,99.59999999999999
99.8,0.2178797390227798,924.7939247899849,74.98819547094965,99.8
100,0.2130167573034872,924.8000801840374,74.98690305861619,100
100,0.2130167573034872,924.8000801840374,74.98690305861619,100
